trial_id,mode,runtime_s,dominant_confidence_label,dominant_confidence_score,hallucinated_state_count,hallucinated_number_count,top_state_coverage_rate,numeric_accuracy_rate,risk_match_rate,wastewater_match_rate,enrichment_usage_rate,required_sections_rate,confidence_label_match_rate,low_confidence_disclosure_rate,confidence_score_match_rate,unsupported_confidence_claim_count,confidence_misuse,validity_score_0_100,passed_absolute_validity,grader_overall_score,unsupported_claims,missing_required_elements
15,baseline,4.787,high,1.0,0,0,1.0,0.5555555555555556,0.6666666666666666,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""The report correctly preserves High confidence for the listed top states, but it introduces unsupported reliability statements such as 'No top-cohort states are flagged as partial or Low confidence' without structured evidence."", ""The report implies certainty about national and cohort-level trends beyond the provided fields, which overstates confidence.""]",73.31,False,2,"[""Claims about 'short-horizon outlook' and 'continued monitoring' are not supported by the structured input."", ""Statements about 'normalized burden', 'cases_per_100k', 'delta_vs_national', and 'agent2.summary_stats.national_avg_cases_per_100k' are not present in the structured input."", ""The assertion that the top cohort's burden exceeds the national average is unsupported."", ""The claim that the lowest-risk cohort is 'comparatively stable in aggregate' and has 'no indication ... of an acute escalation pattern' is unsupported."", ""References to 'population_bucket values', 'demographic data', and 'data completeness' are not supported by the structured input."", ""The statement that 'states differ in magnitude rather than direction' is unsupported."", ""The recommendation to 'watch for wastewater-led changes that could precede broader case increases' goes beyond the provided structured facts.""]","[""The report does not explicitly list the structured top states with their individual risk levels, case counts, MMR coverage, and wastewater signals in a compact factual summary."", ""The report does not clearly present the exact national risk level as a structured takeaway alongside the top-state details."", ""The report omits the specific MMR coverage values for CO, WI, and PA."", ""The report omits the exact wastewater signal labels for each top state in a direct state-by-state format.""]"
15,grounded,2.738,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
16,baseline,5.105,high,1.0,0,0,1.0,0.3333333333333333,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""No major confidence misuse detected; the report preserves the High confidence labels for all three top states."", ""The statement “there are no low-confidence states to flag here” is consistent with the provided confidence labels.""]",72.33,False,4,"[""“The short-horizon outlook is anchored by a mixed top cohort” adds interpretive framing not explicitly present in the structured input."", ""“The cohort is not uniformly elevated” is an inference beyond the structured fields, though broadly consistent with one medium-risk and two low-risk states."", ""“The presence of a medium-risk state alongside two low-risk states indicates uneven pressure across the leading signals” is interpretive and not directly stated in the input."", ""“The lowest-risk cohort is composed of states assessed as low risk” is not explicitly provided as a separate cohort in the structured input."", ""“In aggregate, this baseline group appears more stable and less elevated than the highest-priority signal set” is comparative interpretation not directly supported by the structured input."", ""“Population context is not provided in the payload” is unsupported because the structured input shown does not include population fields, but the report asserts absence rather than simply omitting it."", ""“Demographic data are included for context only and are not used in risk scoring” is unsupported by the structured input.""]","[""The report does not explicitly list the three top states with their exact structured values (CO, WI, PA; risk levels; case counts; MMR coverage; wastewater signal; confidence label/score) in a compact structured summary."", ""The report does not explicitly preserve the exact confidence scores (1.0) alongside the High labels."", ""The report does not explicitly include the national risk level as a structured field/value summary separate from narrative text.""]"
16,grounded,2.892,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
17,baseline,4.971,high,1.0,0,0,1.0,1.0,0.6666666666666666,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""The report states all three top states are flagged with High confidence, which is supported, but it also implies broader reliability statements about the payload (e.g., no low-confidence entries, no partial completeness flags) that are not present in the structured input."", ""The report introduces a 'short-horizon forecast' and 'national outlook still above baseline' framing beyond the provided national_risk_level without structured support."", ""The report implies additional national-average and cases-per-100k context that is not present in the structured input.""]",84.42,True,2,"[""The short-horizon forecast in the payload remains elevated, with the national outlook still above baseline."", ""The top cohort is led by CO, WI, and PA; all three are currently flagged with High confidence."", ""Signals in the top cohort are mixed, with one wastewater-driven state and two case-driven states."", ""In aggregate, the top cohort is not a low-burden group: the states listed here are the highest-risk entries in the payload and sit above the national average context provided in the report inputs."", ""Relative to the national average cases-per-100k context in the report inputs, the top cohort is elevated overall; the payload does not provide enough structured detail here to break that out further by state."", ""The cohort’s risk context is consistent with a national setting that is already above baseline."", ""The payload does not include population-bucket fields for the top cohort."", ""No additional population descriptors were provided."", ""Demographic data are included for context only and are not used in risk scoring."", ""No partial data-completeness flags were provided for the enriched top cohort."", ""No low-confidence entries appear in the provided payload."", ""The lowest-risk cohort in the payload is the set of states outside the top-risk group, which collectively sits closer to baseline than the elevated national context."", ""These states are not enumerated in the structured input, but the overall pattern indicates a lower-burden background group relative to the top cohort."", ""Watch for whether wastewater-led signals persist or broaden into additional jurisdictions."", ""Monitor whether states already above the national burden remain elevated in the next update."", ""Keep an eye on any new low-confidence or incomplete-data entries that could change interpretation.""]","[""The report does not clearly preserve the exact structured values for risk_level by state (CO medium, WI low, PA low) in a concise, explicit way."", ""The report does not explicitly state the exact MMR coverage values alongside each state in the main summary in a structured, easily auditable format."", ""The report does not explicitly identify the national_risk_level as a structured field value separate from narrative interpretation."", ""The report adds unsupported sections about population context, demographic note, data gaps, and low-risk baseline states instead of focusing strictly on the provided structured elements.""]"
17,grounded,2.475,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
18,baseline,5.535,high,1.0,0,0,1.0,0.7777777777777778,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""The report states confidence is high for all three states, which matches the structured input, but it also asserts there are no low-confidence states and no partial-data flags without those fields being present in the structured input."", ""The report implies reliability and data completeness conclusions ('no major data gaps', 'no states ... marked partial') that are not supported by the structured input.""]",82.19,False,2,"[""The top cohort’s cases_per_100k is above the national average in aggregate, with the cohort sitting above agent2.summary_stats.national_avg_cases_per_100k."", ""Within the top cohort, the delta_vs_national is positive overall, indicating burden above the national baseline rather than near it."", ""The cohort’s normalized burden is not uniform: one state is materially more elevated than the others, but the aggregate remains above the national reference."", ""Compared with agent2.summary_stats.national_avg_cases_per_100k, the top cohort should be viewed as a higher-burden group overall."", ""The cohort spans states with different population_bucket profiles, so the signal is not confined to a single population size band."", ""Population bucket differences may help explain why case counts vary across the cohort."", ""No major data gaps are flagged in the enriched top cohort."", ""No states in the enriched top cohort are marked partial on data_completeness_flag in the provided payload."", ""The lowest-risk cohort is broadly stable and sits closer to the national baseline in aggregate, with lower normalized burden than the top cohort."", ""It does not show the same level of short-horizon pressure as the higher-risk group.""]","[""The report does not explicitly preserve the structured confidence_score values, only the confidence label 'High'."", ""The report does not clearly present the exact structured values for each top state (CO, WI, PA) in a structured or state-by-state format."", ""The report omits the exact national_risk_level field name/value as a direct structured summary, though it does state national risk is high.""]"
18,grounded,2.564,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
19,baseline,4.848,high,1.0,0,0,1.0,0.8888888888888888,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""The report correctly preserves High confidence for all three states, but it adds unsupported statements about low-confidence states and partial data completeness."", ""It implies confidence-related monitoring for future shifts without any structured evidence for such dynamics.""]",84.97,True,3,"[""“The short-horizon outlook is anchored by a high national baseline” — the structured input only provides a national risk level, not a short-horizon outlook or baseline framing."", ""“The highest-risk cohort includes one medium-risk state and two low-risk states” — the structured input lists top states but does not define them as a highest-risk cohort."", ""“No additional forecast detail is available in the provided payload” — the payload does not contain forecast detail, but this is an interpretive statement beyond the structured fields."", ""“Compared with the national average cases per 100k from the agent summary” — no national average cases per 100k is present in the structured input."", ""“the cohort should be read as the higher-burden set in the payload” — this comparative interpretation is not explicitly supported by the structured input."", ""“The lowest-risk cohort in the payload is the set of states labeled low risk” — the structured input only provides top states, not a lowest-risk cohort."", ""“this suggests the baseline group is not negligible and should be interpreted as a lower-risk cohort relative to the top state, not as a no-action group” — unsupported operational interpretation."", ""“Demographic data are included for context only and are not used in risk scoring” — demographic data are not present in the structured input."", ""“No partial data-completeness flags are provided for the enriched top cohort” — completeness flags are not part of the structured input, but the term 'enriched top cohort' is unsupported."", ""“Keep an eye on any states that shift toward lower confidence or partial data completeness” — no such future-state information is provided.""]","[""The report does not clearly present the structured top states in a compact, state-by-state format with state, risk level, case count, MMR coverage, wastewater signal, and confidence."", ""It does not explicitly list the exact MMR coverage values for each state, only a range/rounded values."", ""It does not clearly distinguish that the structured input contains only three top states and a national risk level, while much of the added narrative is interpretive.""]"
19,grounded,2.829,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
20,baseline,4.916,high,1.0,0,0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6,1.0,0.0,1.0,0,"[""The report correctly preserves 'High' confidence for CO, WI, and PA."", ""However, it implies broader certainty in statements like 'The near-term picture remains concerning' and 'current signal driven by...' without explicit confidence qualifiers, slightly overstating certainty beyond the structured fields."", ""The report does not disclose any uncertainty around the interpretive statements that go beyond the provided confidence labels.""]",74.0,False,3,"[""“The short-horizon outlook remains elevated” is not explicitly supported by the structured JSON beyond national_risk_level = high and top-state signals."", ""“The current signal driven by a mix of case activity and wastewater detection” overgeneralizes from the three states; the JSON only specifies one wastewater-driven state (CO) and two case-driven states (WI, PA)."", ""“The top cohort is led by CO, WI, and PA; all three are currently in the enriched set” uses 'enriched set' language not present in the structured input."", ""“No forecast probabilities or national baseline metrics were included in the payload” is unsupported because the JSON does not mention forecast probabilities or baseline metrics at all; this is a meta-claim about absence beyond the provided fields."", ""“The near-term picture remains concerning” is interpretive language not directly grounded in the structured fields."", ""“The cohort is still categorized below the national high-risk setting” is not supported because the JSON does not provide a national-vs-state comparative tiering framework beyond national_risk_level = high and individual state risk levels."", ""“No partial completeness flags are present in the enriched top cohort” is unsupported; absence of such flags is not stated in the JSON."", ""“Demographic data are included for context only” is unsupported; no demographic data are present in the structured JSON.""]","[""The report does not explicitly list the structured top-state fields in a compact, complete way (state, risk_level, case_count, mmr_coverage, wastewater_signal, confidence_label, confidence_score) for each of CO, WI, and PA."", ""The report does not clearly state the exact MMR coverage values for CO, WI, and PA, which are present in the structured input."", ""The report does not explicitly note that CO is medium risk while WI and PA are low risk in the same concise summary section."", ""The report does not clearly distinguish that the wastewater signal is 'Wastewater-driven' only for CO and 'Case-driven' for WI and PA in a direct structured summary."", ""The report includes several sections about missing fields and demographics that are not required by the structured input and may distract from the core required elements.""]"
20,grounded,2.416,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
21,baseline,5.159,high,1.0,0,0,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.6,1.0,0.0,1.0,0,"[""The report states “Confidence is high for the listed top states” correctly, but then generalizes stability (“the current signal is relatively stable”) without explicit support from the structured input."", ""“All listed top states carry High confidence, so there are no low-confidence entries to flag here” is consistent with the input, but the report also implies broader reliability and stability beyond the confidence labels provided.""]",57.75,False,2,"[""“The short-horizon outlook remains elevated” and “no indication in the payload of near-term de-escalation” are not supported by the structured input, which only provides current state risk levels and confidence."", ""“The current signal driven by a mix of case activity and wastewater detection” overstates the input; only CO is wastewater-driven, while WI and PA are case-driven."", ""“The top cohort is led by CO, WI, and PA; all three are currently in the lower-to-middle risk bands” is partially unsupported because the structured input specifies CO as medium and WI/PA as low, but does not define “lower-to-middle risk bands.”"", ""“The top cohort’s burden is concentrated in WI and PA on a case-count basis” is unsupported as a comparative concentration claim; the input gives case counts but no ranking or concentration analysis."", ""“Relative to the national average cases per 100k, the top cohort is elevated overall” is unsupported because no national average cases per 100k is provided."", ""“the strongest normalized burden in the highest-case states” is unsupported because no normalized burden metric is provided."", ""“The cohort spans both above-average and near-average normalized burden” is unsupported for the same reason."", ""“No partial completeness flags are shown for the enriched top cohort” is unsupported because completeness flags are not included in the structured input."", ""“The lowest-risk cohort is currently anchored by states with lower overall signal and more limited near-term concern” is unsupported because the structured input does not provide a lowest-risk cohort beyond the listed top states."", ""“This group is useful as a reference point for what lower-burden conditions look like in the current report” is unsupported and interpretive beyond the input."", ""“Watch for wastewater-led changes that could precede broader case movement” is a speculative forecast not directly supported by the structured input.""]","[""The report does not explicitly preserve the structured confidence scores (1.0) for CO, WI, and PA."", ""The report does not clearly state the exact risk levels for each top state in a structured way (CO medium; WI low; PA low)."", ""The report does not explicitly list the wastewater signal for each top state (CO wastewater-driven; WI case-driven; PA case-driven)."", ""The report does not explicitly mention the case counts and MMR coverage values for each top state."", ""The report introduces a 'lowest-risk cohort' section, but the structured input only provides the top states and national risk level, not a lowest-risk cohort.""]"
21,grounded,2.145,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
22,baseline,5.676,high,1.0,0,0,1.0,0.7777777777777778,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""States are described as having 'high confidence' correctly, but the report adds 'the current signal is comparatively stable' which overstates what confidence alone supports."", ""The report implies reliability/stability from confidence labels without any explicit uncertainty caveats tied to the actual metrics beyond the provided labels.""]",82.19,False,3,"[""“The short-horizon outlook is anchored by a mixed top cohort” — interpretive framing not explicitly present in the structured input."", ""“suggesting the near-term picture is mixed rather than uniform” — unsupported inference beyond the provided fields."", ""“the highest-burden state is not necessarily the one with the lowest MMR coverage” — comparative claim not directly supported by the structured data."", ""“The lowest-risk cohort ... together show higher MMR coverage than the medium-risk state” — true numerically for the listed states, but the broader claim about a 'baseline' is interpretive and not explicitly provided."", ""“their combined profile suggests a comparatively steadier baseline” — unsupported inference."", ""“Watch for any shift toward wastewater-led activity in the higher-concern state” — forward-looking recommendation not grounded in structured input.""]","[""No explicit per-state listing of all required structured elements in a compact structured summary (state, risk level, case count, MMR coverage, wastewater signal, confidence)."", ""No direct mention that the national risk level is the only national forecast value supplied, beyond narrative wording."", ""No clear separation of supported facts versus interpretive commentary, which reduces operational usefulness.""]"
22,grounded,2.454,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
23,baseline,5.582,high,1.0,0,0,1.0,0.3333333333333333,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""The report states “Confidence is high for all three states” and “All three top-cohort states are labeled High confidence,” which is consistent with the input."", ""However, it adds “the short-horizon picture is relatively stable” based on high confidence labels; stability is not explicitly encoded and may overstate what confidence alone supports.""]",71.08,False,3,"[""“The short-horizon outlook is anchored by a mixed top cohort” — the structured input provides top states and labels, but no explicit short-horizon outlook."", ""“The highest-concern state in the provided cohort is CO” — CO is medium risk, but the phrase “highest-concern” is interpretive and not explicitly stated."", ""“In the near term, the provided cohort suggests a split signal” — near-term interpretation is not directly supported by the JSON."", ""“CO is the clearest above-baseline signal in aggregate” — baseline/above-baseline framing is not provided in the structured input."", ""“WI and PA sit below that cohort leader, with lower aggregate burden than CO based on the provided case counts and risk labels” — comparative burden inference is partly supported by case counts/risk labels, but “aggregate burden” and ranking interpretation are not explicitly provided."", ""“The cohort’s case burden is uneven relative to the national average context” — no national average or national case burden metric is provided."", ""“The top cohort is therefore best read as a small set of states with differing burden intensity, rather than a uniform national pattern” — interpretive synthesis beyond the structured fields."", ""“Demographic data are included for context only and are not used in risk scoring.” — no demographic data are present in the structured input."", ""“No partial completeness flags were provided for the enriched top cohort.” — no completeness flags are present in the structured input, but the term “enriched top cohort” is unsupported."", ""“The lowest-risk cohort is composed of states that remain below the national alarm level and serve as the baseline comparison group in the payload.” — no lowest-risk cohort or baseline comparison group is provided."", ""“In aggregate, this group is characterized by lower observed burden and less immediate signal intensity than the higher-concern states” — unsupported because the baseline group is not enumerated in the structured input."", ""“Watch for any shift toward wastewater-led detection in states that are not yet showing sustained case growth.” — general recommendation not grounded in provided fields."", ""“Monitor states with burden that remains above the national backdrop” — “national backdrop” is not provided."", ""“Keep an eye on any low-confidence or incomplete-data signals” — incomplete-data signals are not present in the structured input.""]","[""The report does not clearly preserve the exact structured fields for each top state in a compact, explicit way (state, risk_level, case_count, mmr_coverage, wastewater_signal, confidence_label)."", ""The report does not explicitly list the exact MMR coverage values for CO, WI, and PA."", ""The report does not explicitly list the exact case counts for CO, WI, and PA."", ""The report does not explicitly state the national_risk_level as a structured field summary separate from narrative."", ""The report introduces sections about population context, demographic note, and low-risk baseline states that are not supported by the provided JSON, while omitting a clean structured recap of the actual top_states array.""]"
23,grounded,2.659,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,"[""The statement 'No uncertainty adjustment is needed for the listed top states because all have a confidence label of High' is slightly overconfident; while the labels are High, the report should preserve the exact confidence scores and avoid implying uncertainty is irrelevant.""]",94.25,True,5,[],[]
24,baseline,4.545,high,1.0,0,0,1.0,0.7777777777777778,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""Claims that there are no low-confidence states are unsupported because the structured input only provides high confidence for the three listed states and does not establish the absence of low-confidence states elsewhere."", ""The report implies broader certainty about national and cohort-level outlooks beyond the structured fields, which only specify national_risk_level and the top three states.""]",82.19,False,2,"[""The short-horizon outlook from the payload remains concerning, with the national signal elevated rather than settling into baseline conditions."", ""In the near term, the payload supports continued elevated activity rather than a rapid return to baseline."", ""The top cohort is positioned above baseline in aggregate."", ""Using cases_per_100k and delta_vs_national from the payload context, the cohort remains meaningfully elevated versus agent2.summary_stats.national_avg_cases_per_100k."", ""The aggregate picture is still above the national reference point."", ""The lowest-risk cohort sits at the baseline end of the distribution and appears operationally quieter than the top cohort, with lower overall concern and no indication of an immediate escalation pattern in the provided payload."", ""Watch for wastewater-led changes that could signal a shift in transmission before case counts move."", ""Keep an eye on states with burden above the national reference level, especially where activity remains sustained."", ""Demographic data are included for context only and are not used in risk scoring.""]","[""The report does not clearly and directly present the structured top_states list with all required fields for each state in a compact, faithful way."", ""The report does not explicitly preserve the exact confidence_score values alongside confidence_label for each state."", ""The report does not clearly state the national_risk_level in a structured, unambiguous summary format."", ""The report introduces several unsupported contextual sections instead of focusing on the required structured elements.""]"
24,grounded,2.758,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
25,baseline,4.655,high,1.0,0,0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""The report preserves the High confidence labels for all three states, but it also states “the aggregate top-cohort view is not being driven by low-confidence entries,” which is an inference not explicitly supported by the structured input."", ""The report implies certainty in several operational recommendations despite the limited input; these should be framed more explicitly as cautious interpretations."", ""It does not misuse confidence by downgrading or upgrading the provided labels, but it adds unsupported reliability commentary around confidence and completeness.""]",79.42,False,4,"[""“The top cohort is led by WI with 68 cases, followed by PA with 23 and CO with 16; the cohort’s burden is concentrated in those three states.” — ordering is supported, but “burden is concentrated” is an interpretive claim not explicitly stated in the input."", ""“The short-horizon picture is mixed” and “should be watched closely for changes in case activity and environmental signal strength.” — these are narrative interpretations not directly present in the structured input."", ""“Without the national average cases per 100k in the payload, the cohort cannot be normalized against the national benchmark requested here.” — no benchmark request exists in the structured input."", ""“Population bucket information was not included in the payload.” — population buckets are not present in the structured input, but this is an added meta-claim about missing fields."", ""“Demographic data are included for context only and are not used in risk scoring.” — demographic data are not present in the structured input."", ""“No partial data-completeness flags were provided for the enriched top cohort.” — completeness flags are not present in the structured input."", ""“No reliability exceptions are indicated in the payload.” — reliability exceptions are not present in the structured input."", ""“The payload does not include a broader baseline cohort summary or national comparison metrics.” — broader baseline cohort summary is not present in the structured input."", ""“Monitor whether the above-national burden in the top cohort expands beyond the current case-heavy states.” — “above-national burden” is unsupported because no national burden metric is provided.""]","[""The report does not explicitly list the three top states with their exact structured fields in a compact, direct summary format."", ""The report does not clearly present the exact case counts, risk levels, wastewater signals, and confidence labels together for each state in one place."", ""The report includes many sections about unavailable context instead of focusing on the required structured elements.""]"
25,grounded,2.453,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
26,baseline,6.522,high,1.0,0,0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""The report states “Confidence is High across the enriched top cohort,” which is consistent with the input, but it also implies broader confidence in derived interpretations not explicitly supported by the structured fields."", ""“No low-confidence states are identified in the supplied payload” is acceptable only if limited to the listed top states; the report does not clearly scope this statement and may overgeneralize beyond the provided cohort.""]",79.42,False,2,"[""“The short-horizon outlook remains elevated” — no short-horizon forecast or outlook field is present in the structured input."", ""“current signal driven by a mix of case activity and wastewater detection” — while the top cohort includes one wastewater-driven state and two case-driven states, the report frames this as a current national signal beyond the structured state-level data."", ""“CO has the highest aggregate burden among the listed states” — unsupported because the structured input does not define an aggregate burden metric; it only provides case counts, risk levels, MMR coverage, and wastewater signal."", ""“Relative to the national average cases per 100k” — no national average cases per 100k is provided in the input."", ""“The cohort is mixed in signal type ... supports a broader situational watch rather than a single-source interpretation” — interpretive conclusion not explicitly supported by the structured fields."", ""“Demographic data are included for context only” — no demographic data are present in the structured input."", ""“No partial data-completeness flags were provided for the enriched top cohort” — completeness flags are not part of the structured input, so this is an unsupported statement about absence."", ""“The lowest-risk cohort in the payload is represented by the low-risk states” — the input lists only top states and does not define a lowest-risk cohort."", ""“These states remain below the top cohort’s elevated concern profile” — comparative claim beyond the provided structured data."", ""“above-national burden persists or expands beyond the current top cohort” — no national burden metric or expansion forecast is provided.""]","[""The report does not explicitly preserve the structured confidence labels/scores for each top state in a compact, state-by-state form."", ""The report does not clearly present the exact MMR coverage values for CO, WI, and PA."", ""The report does not clearly present the exact case counts alongside each state in a concise structured summary, despite mentioning them later."", ""The report does not explicitly state the wastewater signal for each state in a direct state-by-state summary.""]"
26,grounded,2.73,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
27,baseline,5.047,high,1.0,0,0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""States CO, WI, and PA are correctly labeled as High confidence, but the report adds unsupported statements about no low-confidence states and no partial data-completeness flags."", ""The report implies broader confidence and completeness assessments beyond the structured input, which only provides confidence for the three listed top states.""]",76.08,False,3,"[""The short-horizon outlook remains elevated, with the current signal driven by a mix of case activity and wastewater detection."", ""The top cohort is led by CO, WI, and PA; all three are currently in the enriched top-state set."", ""No forecast probabilities or national baseline metrics were included in the payload."", ""The cohort’s burden should be interpreted against the national average cases-per-100k value from the agent summary, but that national average was not included in the payload."", ""The enriched top cohort is therefore best read as a high-visibility signal set rather than a fully normalized ranking."", ""Demographic data are included for context only and are not used in risk scoring."", ""No partial data-completeness flags were provided for the enriched top cohort."", ""The lowest-risk cohort is represented by states outside the enriched top set, but the payload does not provide the baseline cohort list or its aggregate metrics."", ""the lower-risk group is not currently driving the national high-risk signal, and it appears less prominent than the top cohort in the provided snapshot."", ""Watch for new wastewater-led signals that could indicate rising transmission before case counts fully increase."", ""Monitor any states whose burden rises above the national pattern, especially if they move into the enriched top cohort."", ""Treat any low-confidence or incomplete-data signals cautiously until reporting stabilizes.""]","[""The report does not explicitly preserve the structured fields for each top state in a compact structured form (state, risk_level, case_count, mmr_coverage, wastewater_signal, confidence_label, confidence_score)."", ""The report does not clearly present the exact mmr_coverage values for CO, WI, and PA."", ""The report does not clearly present the exact wastewater_signal labels for each top state in a concise state-by-state summary."", ""The report does not explicitly state the national_risk_level as a structured field, though it is mentioned in prose.""]"
27,grounded,2.573,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,"[""The statement 'No uncertainty adjustment is needed for the top states because all provided confidence labels are High' is acceptable but slightly interpretive; it does not misuse confidence, but it adds a conclusion not explicitly stated in the structured input.""]",94.25,True,5,[],[]
28,baseline,5.264,high,1.0,0,0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""The report states all three states have High confidence, which matches the input, but then discusses low-confidence or incomplete data streams despite no such confidence labels being present in the structured input."", ""The report implies additional reliability and operational monitoring judgments beyond the provided confidence labels and scores.""]",79.42,False,2,"[""The short-horizon outlook remains elevated, with the current signal driven by a mix of case activity and wastewater detection."", ""This suggests continued near-term monitoring is warranted across both syndromic and laboratory-confirmed channels."", ""In aggregate, the top cohort includes one state with a higher normalized burden than the others."", ""WI has the largest case count in the cohort at 68, while PA has 23; however, the payload does not provide cases_per_100k or delta_vs_national, so normalized comparison cannot be completed from the supplied data."", ""The national average cases_per_100k from agent2.summary_stats.national_avg_cases_per_100k was not included in the payload, so a direct benchmark is unavailable."", ""Population context cannot be described from the supplied JSON without adding unsupported inference."", ""Demographic data are included for context only and are not used in risk scoring."", ""No data_completeness_flag values were provided, so partial-completeness states cannot be identified from the payload."", ""The main reliability limitation is missing normalized metrics and summary-stat fields, not confidence in the listed states."", ""The lowest-risk cohort in the supplied data is composed of states labeled low risk, with WI and PA falling below the medium-risk state in the top cohort."", ""Even so, both remain part of the active national measles picture, so they should be viewed as lower-risk relative to the cohort rather than inactive or resolved."", ""Watch for wastewater-led changes that could precede a broader shift in the national signal."", ""Track whether states with above-national burden continue to add cases or remain contained."", ""Keep an eye on any low-confidence or incomplete data streams before making operational changes.""]","[""The report does not explicitly preserve the structured confidence_score values for each state."", ""The report does not clearly enumerate all required structured fields in a compact state-by-state format."", ""The report introduces multiple sections about population context, demographic note, and data gaps that are not supported by the structured input and distract from the required elements.""]"
28,grounded,2.45,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
29,baseline,4.557,high,1.0,0,0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0,"[""The report correctly preserves High confidence for the three listed states, but it adds a broader statement that the short-horizon view is not dominated by low-confidence inputs, which is not explicitly supported by the structured input."", ""The report implies reliability conclusions from confidence labels beyond the provided state-level confidence values, without any additional uncertainty quantification.""]",79.42,False,3,"[""Claims about a \""mixed top cohort\"" being \""anchored\"" by one medium-risk state and two low-risk states are supported, but the framing of a \""short-horizon outlook\"" is not explicitly present in the structured input."", ""\""No additional forecast detail is available in the provided payload beyond the national risk level and cohort signals\"" is not directly supported by the structured input."", ""\""The cohort’s aggregate burden should be interpreted against the national average once the full report inputs are available\"" introduces an interpretation and reference to a national average not present in the structured input."", ""\""Population context is not included in the provided payload\"" is unsupported because the structured input simply does not include population fields; this is a meta-comment rather than grounded report content."", ""\""Demographic data are included for context only and are not used in risk scoring\"" is unsupported; no demographic data are present in the structured input."", ""\""No states in the enriched top cohort are flagged with partial data completeness\"" is unsupported; completeness/partial-data fields are not provided."", ""\""The lowest-risk cohort in the provided payload is composed of states assessed as low risk\"" is unsupported because only the top_states list and national_risk_level are provided, not a lowest-risk cohort."", ""\""Watch for any shift toward wastewater-led detection in states already showing early signal changes\"" is speculative and not grounded in the structured input."", ""\""Monitor whether states with above-national burden begin to broaden beyond the current top cohort\"" is unsupported; above-national burden is not provided."", ""\""Keep an eye on any low-confidence or incomplete-data updates that could change the near-term readout\"" is unsupported because no incomplete-data updates are provided.""]","[""The report does not explicitly present the structured top_states as a concise table or equivalent structured summary with all required fields together."", ""The report omits the exact confidence scores (1.0) for each state, preserving only the High label."", ""The report does not clearly state the case counts, risk levels, wastewater signals, and confidence labels for all three states in one compact required summary."", ""The report introduces several sections unrelated to the provided structured input instead of focusing tightly on the required structured elements.""]"
29,grounded,2.762,high,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,[],94.25,True,5,[],[]
